,date,individual,class,class_label,performance_measure,metricName,result,model_label
4624,2018-02-05,https://identifiers.org/ito:ITO_iScOZyhWH7sDaFRZJ,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.6,AmoebaNet-A model in \'Regularized Evolution for Image Classifier Architecture Search\'
4632,2019-11-27,https://identifiers.org/ito:ITO_iSFROSfKLjkkohnr7,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.2,CSPResNeXt-50 (Mish+Aug) model in \'CSPNet: A New Backbone that can Enhance Learning Capability of CNN\'
4640,2019-11-11,https://identifiers.org/ito:ITO_iYMN8SoRoKiTB1s9k,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.8,NoisyStudent (EfficientNet-B1) model in \'Self-training with Noisy Student improves ImageNet classification\'
4648,2019-05-02,https://identifiers.org/ito:ITO_iYPIl1vEYfUVIALLT,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.2,ResNeXt-101 32x8d (semi-weakly sup.) model in \'Billion-scale semi-supervised learning for image classification\'
4656,2016-08-25,https://identifiers.org/ito:ITO_iYY6j5SkZGnYC6LZS,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93.88,DenseNet-264 model in \'Densely Connected Convolutional Networks\'
4664,2019-08-04,https://identifiers.org/ito:ITO_igKv6jixdHZba4LSK,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.74,AOGNet-40M-AN model in \'Attentive Normalization\'
4672,2020-03-18,https://identifiers.org/ito:ITO_igkyrfpul0U5wBO0o,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.9,FixEfficientNet-B5 model in \'Fixing the train-test resolution discrepancy: FixEfficientNet\'
4680,2020-03-18,https://identifiers.org/ito:ITO_id4Z0rnk6EW8PlFpL,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,98.2,FixEfficientNet-B7 model in \'Fixing the train-test resolution discrepancy: FixEfficientNet\'
4688,2021-02-11,https://identifiers.org/ito:ITO_idi47Gqik9uNPpMpn,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.9,NFNet-F6 w/ SAM model in \'High-Performance Large-Scale Image Recognition Without Normalization\'
4696,2017-07-10,https://identifiers.org/ito:ITO_igsDi2GxYR2SkXx0G,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.7,ResNet-101 (JFT-300M Finetuning) model in \'Revisiting Unreasonable Effectiveness of Data in Deep Learning Era\'
4704,2020-10-03,https://identifiers.org/ito:ITO_ih3hqB4CuBK8UrZaQ,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.65,ResNet-152 (SAM) model in \'Sharpness-Aware Minimization for Efficiently Improving Generalization\'
4712,2018-05-02,https://identifiers.org/ito:ITO_ihazzDgF46vrzrifj,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.5,ResNeXt-101 32x32d model in \'Exploring the Limits of Weakly Supervised Pretraining\'
4720,2017-07-06,https://identifiers.org/ito:ITO_ihgTdJxa9qmS3vgCY,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.88,DPN-131 (224x224) (80M) model in \'Dual Path Networks\'
4728,2018-12-04,https://identifiers.org/ito:ITO_ihILl6UKN3jpMPmJK,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93.52,ResNet-50-D model in \'Bag of Tricks for Image Classification with Convolutional Neural Networks\'
4736,2015-12-10,https://identifiers.org/ito:ITO_iSWTMeTuoHK20kBm9,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93.95,ResNet-101 model in \'Deep Residual Learning for Image Recognition\'
4744,2018-07-31,https://identifiers.org/ito:ITO_ipG4TN6FSlcMofKMC,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,92.7,MnasNet-A2 model in \'MnasNet: Platform-Aware Neural Architecture Search for Mobile\'
4752,2019-04-05,https://identifiers.org/ito:ITO_idOkllO5lkArJ3v3K,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,92.21,Single-Path NAS model in \'Single-Path NAS: Designing Hardware-Efficient ConvNets in less than 4 Hours\'
4760,2021-02-11,https://identifiers.org/ito:ITO_iZ2godxj6MIvDYURo,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.6,NFNet-F5 model in \'High-Performance Large-Scale Image Recognition Without Normalization\'
4768,2020-10-28,https://identifiers.org/ito:ITO_iZC8KGfrZW0xkcyQn,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.5,"TinyNet (GhostNet) model in \'Model Rubik\'s Cube: Twisting Resolution, Depth and Width for TinyNets\'"
4776,2020-11-30,https://identifiers.org/ito:ITO_ihjcfWmNb8CY8XhiH,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.98,"ResNeXt-101, 64x4d, S=2(224px) model in \'Towards Better Accuracy-efficiency Trade-offs: Divide and Co-training\'"
4784,2021-02-11,https://identifiers.org/ito:ITO_ihNIRNgdCWRwSTWn5,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.8,NFNet-F0 model in \'High-Performance Large-Scale Image Recognition Without Normalization\'
4792,2018-05-02,https://identifiers.org/ito:ITO_ii2PHkuCkjTcWWZ6I,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.4,ResNeXt-101 32x8d model in \'Exploring the Limits of Weakly Supervised Pretraining\'
4800,2019-07-22,https://identifiers.org/ito:ITO_iiClYopTzJijwF6mY,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,92.8,MixNet-S model in \'MixConv: Mixed Depthwise Convolutional Kernels\'
4808,2017-07-06,https://identifiers.org/ito:ITO_iid8KXuvwUWcxHvQH,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.34,DPN-92 (320x320) model in \'Dual Path Networks\'
4816,2017-07-06,https://identifiers.org/ito:ITO_iTASDI2qkga5jY6en,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.47,"DPN-92 (320x320, Mean-Max Pooling) model in \'Dual Path Networks\'"
4824,2019-12-24,https://identifiers.org/ito:ITO_iq0US43GcEFSZNcrC,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,98.46,BiT-L (ResNet) model in \'Big Transfer (BiT): General Visual Representation Learning\'
4832,2021-01-27,https://identifiers.org/ito:ITO_iqJFFKgFh3qiEa5xJ,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.6,SENet-50 model in \'Bottleneck Transformers for Visual Recognition\'
4840,2019-08-16,https://identifiers.org/ito:ITO_ir7ob2S7mm79VMrHe,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93,SCARLET-B model in \'SCARLET-NAS: Bridging the gap between Stability and Scalability in Weight-sharing Neural Architecture Search\'
4848,2019-11-11,https://identifiers.org/ito:ITO_ilhl3r98Tb4SyMEco,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,98.1,NoisyStudent (EfficientNet-B7) model in \'Self-training with Noisy Student improves ImageNet classification\'
4856,2019-06-14,https://identifiers.org/ito:ITO_iljxkF0Xw3NBE4hSu,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.9,FixResNet-50 CutMix model in \'Fixing the train-test resolution discrepancy\'
4864,2020-06-18,https://identifiers.org/ito:ITO_ilv8g3JAcSukQoC8d,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.4,ResNet200_vd_26w_4s_ssld model in \'Semi-Supervised Recognition under a Noisy and Fine-grained Dataset\'
4872,2017-04-23,https://identifiers.org/ito:ITO_iehqznk8lEcib8xW8,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.2,Attention-92 model in \'Residual Attention Network for Image Classification\'
4880,2019-11-11,https://identifiers.org/ito:ITO_ieK8OpujO13Ltpg43,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.9,NoisyStudent (EfficientNet-B6) model in \'Self-training with Noisy Student improves ImageNet classification\'
4888,2014-09-04,https://identifiers.org/ito:ITO_ier1zMK9pioGxvVyb,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,92,VGG-19 model in \'Very Deep Convolutional Networks for Large-Scale Image Recognition\'
4896,2021-06-04,https://identifiers.org/ito:ITO_iigVoLHNovygtLaNj,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,92.4,"ResNet-34 (X-volution, stage3) model in \'X-volution: On the unification of convolution and self-attention\'"
4904,2019-06-23,https://identifiers.org/ito:ITO_iiMwhY82pEbG5Io4I,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,92.6,DenseNAS-A model in \'Densely Connected Search Space for More Flexible Neural Architecture Search\'
4912,2018-05-02,https://identifiers.org/ito:ITO_iinVHqzFUoWlwofDK,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.6,ResNeXt-101 32x48d model in \'Exploring the Limits of Weakly Supervised Pretraining\'
4920,2019-02-14,https://identifiers.org/ito:ITO_iiwcyDqAQRhyc0ITq,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,87.75,Graph-RISE (40M) model in \'Graph-RISE: Graph-Regularized Image Semantic Embedding\'
4928,2020-05-12,https://identifiers.org/ito:ITO_ij80F0YDhYWxNKWZF,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.2,NAT-M4 model in \'Neural Architecture Transfer\'
4936,2020-03-31,https://identifiers.org/ito:ITO_ijEIKhVrW5rBcCat3,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93.2,MUXNet-l model in \'MUXConv: Information Multiplexing in Convolutional Neural Networks\'
4944,2019-04-10,https://identifiers.org/ito:ITO_irczfG4KuwUPZ2ral,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.3,Oct-ResNet-152 (SE) model in \'Drop an Octave: Reducing Spatial Redundancy in Convolutional Neural Networks with Octave Convolution\'
4952,2019-04-25,https://identifiers.org/ito:ITO_irf0OUpSyHprfxdb3,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,92.6,LR-Net-26 model in \'Local Relation Networks for Image Recognition\'
4960,2013-11-12,https://identifiers.org/ito:ITO_irGEK2nkxgIpEPggm,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,84,"ZFNet (1 convnet, 512,1024,512 maps) model in \'Visualizing and Understanding Convolutional Networks\'"
4968,2021-01-27,https://identifiers.org/ito:ITO_is2OCF8vbBhv40jYG,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.3,BoTNet T4 model in \'Bottleneck Transformers for Visual Recognition\'
4976,2019-05-01,https://identifiers.org/ito:ITO_imTr2Q2DykbvGm65q,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.3,ResNet-50 (Fast AA) model in \'Fast AutoAugment\'
4984,2021-02-11,https://identifiers.org/ito:ITO_imwMY38wUaYzeFg6T,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,98.67,ALIGN (EfficientNet-L2) model in \'Scaling Up Visual and Vision-Language Representation Learning With Noisy Text Supervision\'
4992,2019-07-22,https://identifiers.org/ito:ITO_imwNd4XE4jKqcVkt7,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.2,MixNet-L model in \'MixConv: Mixed Depthwise Convolutional Kernels\'
5000,2019-04-20,https://identifiers.org/ito:ITO_inP1RcrRiKcSrAGyu,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.58,ScaleNet-101 model in \'Data-Driven Neuron Allocation for Scale Aggregation Networks\'
5008,2019-12-07,https://identifiers.org/ito:ITO_ixbJtmEChKtu63snG,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,2800000,DY-MobileNetV2 ×0.35 model in \'Dynamic Convolution: Attention over Convolution Kernels\'
5016,2020-03-18,https://identifiers.org/ito:ITO_ixdNeSdDLpmZoZglH,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,7800000,FixEfficientNet-B1 model in \'Fixing the train-test resolution discrepancy: FixEfficientNet\'
5024,2021-02-17,https://identifiers.org/ito:ITO_ixGhHjnpr05HA6dac,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,22300000,"CentroidViT-S  (arXiv, 2021-02) model in \'Centroid Transformers: Learning to Abstract with Attention\'"
5032,2021-03-29,https://identifiers.org/ito:ITO_ixihjJbzsJeZOt07c,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,24600000,ViL-Small model in \'Multi-Scale Vision Longformer: A New Vision Transformer for High-Resolution Image Encoding\'
5040,2021-05-07,https://identifiers.org/ito:ITO_ixsbkp1sfsu2fzbbf,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,30000000,ResMLP-24 model in \'ResMLP: Feedforward networks for image classification with data-efficient training\'
5048,2021-04-01,https://identifiers.org/ito:ITO_ixyvyYc0yOaYEbHeO,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,24000000,EfficientNetV2-S model in \'EfficientNetV2: Smaller Models and Faster Training\'
5056,2019-05-28,https://identifiers.org/ito:ITO_iyjGb0YvPI0DS2QKQ,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,9200000,EfficientNet-B2 model in \'EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks\'
5064,2021-03-29,https://identifiers.org/ito:ITO_i0C8PKCVJHUnmKVwF,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,55700000,ViL-Base-D model in \'Multi-Scale Vision Longformer: A New Vision Transformer for High-Resolution Image Encoding\'
5072,2016-05-23,https://identifiers.org/ito:ITO_i0MjFVixcyhqlJUNP,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,68900000,WRN-50-2-bottleneck model in \'Wide Residual Networks\'
5080,2019-12-07,https://identifiers.org/ito:ITO_i0OhbcCBncg8mFJ4N,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,42700000,DY-ResNet-18 model in \'Dynamic Convolution: Attention over Convolution Kernels\'
5088,2021-05-17,https://identifiers.org/ito:ITO_i0qHllCZI5QADRrH9,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,23300000,RVT-S* model in \'Towards Robust Vision Transformer\'
5096,2019-08-12,https://identifiers.org/ito:ITO_iylQM6Iq8Gl4SJeiR,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,25800000,ResNet-50 (LIP Bottleneck-256) model in \'LIP: Local Importance-based Pooling\'
5104,2021-05-17,https://identifiers.org/ito:ITO_i0TCObDalpeCUKMOg,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,73000000,gMLP-B model in \'Pay Attention to MLPs\'
5112,2021-03-31,https://identifiers.org/ito:ITO_i0Uv0kW3mWhPywGa5,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,356000000,CaiT-M-48-448 model in \'Going deeper with Image Transformers\'
