dataset_label,paper,paper_label
Disguised Faces in the Wild 2019,https://identifiers.org/ito:ITO_19360,A2-LINK: Recognizing Disguised Faces via Active Learning and Adversarial Noise based Inter-Domain Knowledge
CMU-MPIE,https://identifiers.org/ito:ITO_03749,A-LINK: Recognizing Disguised Faces via Active Learning based Inter-Domain Knowledge
CUB Birds,https://identifiers.org/ito:ITO_59010,High-Order-Interaction for weakly supervised Fine-Grained Visual Categorization
ImageNet,https://identifiers.org/ito:ITO_15601,Look-into-Object: Self-supervised Structure Modeling for Object Recognition
Chinese License Plates,https://identifiers.org/ito:ITO_15913,LPRNet: License Plate Recognition via Deep Neural Networks
UCSD-Stills,https://identifiers.org/ito:ITO_38751,An Efficient and Layout-Independent Automatic License Plate Recognition System Based on the YOLO detector
AOLP-RP,https://identifiers.org/ito:ITO_38767,License Plate Detection and Recognition in Unconstrained Scenarios
AOLP-RP,https://identifiers.org/ito:ITO_38765,SNIDER: Single Noisy Image Denoising and Rectification for Improving License Plate Recognition
Caltech Cars,https://identifiers.org/ito:ITO_38751,An Efficient and Layout-Independent Automatic License Plate Recognition System Based on the YOLO detector
OpenALPR-EU,https://identifiers.org/ito:ITO_38751,An Efficient and Layout-Independent Automatic License Plate Recognition System Based on the YOLO detector
ChineseLP,https://identifiers.org/ito:ITO_38751,An Efficient and Layout-Independent Automatic License Plate Recognition System Based on the YOLO detector
SSIG-SegPlate,https://identifiers.org/ito:ITO_38753,A Robust Real-Time Automatic License Plate Recognition Based on the YOLO Detector
SSIG-SegPlate,https://identifiers.org/ito:ITO_38751,An Efficient and Layout-Independent Automatic License Plate Recognition System Based on the YOLO detector
EnglishLP,https://identifiers.org/ito:ITO_38751,An Efficient and Layout-Independent Automatic License Plate Recognition System Based on the YOLO detector
UFPR-ALPR,https://identifiers.org/ito:ITO_38753,A Robust Real-Time Automatic License Plate Recognition Based on the YOLO Detector
UFPR-ALPR,https://identifiers.org/ito:ITO_38751,An Efficient and Layout-Independent Automatic License Plate Recognition System Based on the YOLO detector
AOLP,https://identifiers.org/ito:ITO_38751,An Efficient and Layout-Independent Automatic License Plate Recognition System Based on the YOLO detector
ImageNet 256x256,https://identifiers.org/ito:ITO_43802,L-Verse: Bidirectional Generation Between Image and Text
Edge-to-Clothes,https://identifiers.org/ito:ITO_05998,Guided Image-to-Image Translation with Bi-Directional Feature Transformation
Edge-to-Handbags,https://identifiers.org/ito:ITO_03934,Image-to-Image Translation with Conditional Adversarial Networks
Edge-to-Handbags,https://identifiers.org/ito:ITO_12865,TextureGAN: Controlling Deep Image Synthesis with Texture Patches
Edge-to-Handbags,https://identifiers.org/ito:ITO_12863,PI-REC: Progressive Image Reconstruction Network With Edge and Color Domain
Edge-to-Shoes,https://identifiers.org/ito:ITO_03934,Image-to-Image Translation with Conditional Adversarial Networks
Edge-to-Shoes,https://identifiers.org/ito:ITO_12865,TextureGAN: Controlling Deep Image Synthesis with Texture Patches
Edge-to-Shoes,https://identifiers.org/ito:ITO_12863,PI-REC: Progressive Image Reconstruction Network With Edge and Color Domain
fastMRI Knee 4x,https://identifiers.org/ito:ITO_33607,End-to-End Variational Networks for Accelerated MRI Reconstruction
fastMRI Knee 4x,https://identifiers.org/ito:ITO_33609,XPDNet for MRI Reconstruction: an application to the 2020 fastMRI challenge
IXI,https://identifiers.org/ito:ITO_33603,Deep Convolutional Autoencoders for reconstructing magnetic resonance images of the healthy brain
fastMRI Brain 4x,https://identifiers.org/ito:ITO_33607,End-to-End Variational Networks for Accelerated MRI Reconstruction
fastMRI Brain 4x,https://identifiers.org/ito:ITO_33609,XPDNet for MRI Reconstruction: an application to the 2020 fastMRI challenge
fastMRI Brain 8x,https://identifiers.org/ito:ITO_33607,End-to-End Variational Networks for Accelerated MRI Reconstruction
fastMRI Brain 8x,https://identifiers.org/ito:ITO_33609,XPDNet for MRI Reconstruction: an application to the 2020 fastMRI challenge
fastMRI Knee 8x,https://identifiers.org/ito:ITO_33607,End-to-End Variational Networks for Accelerated MRI Reconstruction
fastMRI Knee 8x,https://identifiers.org/ito:ITO_33609,XPDNet for MRI Reconstruction: an application to the 2020 fastMRI challenge
fastMRI Knee 8x,https://identifiers.org/ito:ITO_55651,HUMUS-Net: Hybrid unrolled multi-scale network architecture for accelerated MRI reconstruction
DIR-LAB COPDgene,https://identifiers.org/ito:ITO_32506,Recursive Refinement Network for Deformable Lung Registration between Exhale and Inhale CT Scans
Osteoarthritis Initiative,https://identifiers.org/ito:ITO_12513,Networks for Joint Affine and Non-parametric Image Registration
Osteoarthritis Initiative,https://identifiers.org/ito:ITO_12511,Region-specific Diffeomorphic Metric Mapping
UHDM,https://identifiers.org/ito:ITO_46721,Towards Efficient and Scale-Robust Ultra-High-Definition Image Demoireing
LIVE1 (Quality 40 Grayscale),https://identifiers.org/ito:ITO_02877,Beyond a Gaussian Denoiser: Residual Learning of Deep CNN for Image Denoising
LIVE1 (Quality 40 Grayscale),https://identifiers.org/ito:ITO_02866,Multi-level Wavelet-CNN for Image Restoration
LIVE1 (Quality 40 Grayscale),https://identifiers.org/ito:ITO_33543,Residual Dense Network for Image Restoration
LIVE1 (Quality 40 Grayscale),https://identifiers.org/ito:ITO_55604,Towards Flexible Blind JPEG Artifacts Removal
LIVE1 (Quality 30 Color),https://identifiers.org/ito:ITO_33536,Quantization Guided JPEG Artifact Correction
LIVE1 (Quality 30 Color),https://identifiers.org/ito:ITO_55604,Towards Flexible Blind JPEG Artifacts Removal
Classic5 (Quality 30 Grayscale),https://identifiers.org/ito:ITO_02877,Beyond a Gaussian Denoiser: Residual Learning of Deep CNN for Image Denoising
Classic5 (Quality 30 Grayscale),https://identifiers.org/ito:ITO_02866,Multi-level Wavelet-CNN for Image Restoration
Classic5 (Quality 30 Grayscale),https://identifiers.org/ito:ITO_33543,Residual Dense Network for Image Restoration
Classic5 (Quality 30 Grayscale),https://identifiers.org/ito:ITO_55604,Towards Flexible Blind JPEG Artifacts Removal
Classic5 (Quality 30 Grayscale),https://identifiers.org/ito:ITO_33536,Quantization Guided JPEG Artifact Correction
ICB (Quality 10 Grayscale),https://identifiers.org/ito:ITO_33549,Compression Artifacts Reduction by a Deep Convolutional Network
ICB (Quality 10 Grayscale),https://identifiers.org/ito:ITO_02866,Multi-level Wavelet-CNN for Image Restoration
ICB (Quality 10 Grayscale),https://identifiers.org/ito:ITO_33565,DMCNN: Dual-Domain Multi-Scale Convolutional Neural Network for Compression Artifacts Removal
ICB (Quality 10 Grayscale),https://identifiers.org/ito:ITO_33536,Quantization Guided JPEG Artifact Correction
Classic5 (Quality 20 Grayscale),https://identifiers.org/ito:ITO_02877,Beyond a Gaussian Denoiser: Residual Learning of Deep CNN for Image Denoising
Classic5 (Quality 20 Grayscale),https://identifiers.org/ito:ITO_02866,Multi-level Wavelet-CNN for Image Restoration
Classic5 (Quality 20 Grayscale),https://identifiers.org/ito:ITO_33543,Residual Dense Network for Image Restoration
Classic5 (Quality 20 Grayscale),https://identifiers.org/ito:ITO_55604,Towards Flexible Blind JPEG Artifacts Removal
Classic5 (Quality 20 Grayscale),https://identifiers.org/ito:ITO_33536,Quantization Guided JPEG Artifact Correction
ICB (Quality 30 Color),https://identifiers.org/ito:ITO_33549,Compression Artifacts Reduction by a Deep Convolutional Network
ICB (Quality 30 Color),https://identifiers.org/ito:ITO_02866,Multi-level Wavelet-CNN for Image Restoration
ICB (Quality 30 Color),https://identifiers.org/ito:ITO_33536,Quantization Guided JPEG Artifact Correction
ICB (Quality 30 Color),https://identifiers.org/ito:ITO_55604,Towards Flexible Blind JPEG Artifacts Removal
BSDS500 (Quality 10 Grayscale),https://identifiers.org/ito:ITO_33536,Quantization Guided JPEG Artifact Correction
BSDS500 (Quality 10 Grayscale),https://identifiers.org/ito:ITO_55604,Towards Flexible Blind JPEG Artifacts Removal
LIVE1 (Quality 20 Color),https://identifiers.org/ito:ITO_33549,Compression Artifacts Reduction by a Deep Convolutional Network
LIVE1 (Quality 20 Color),https://identifiers.org/ito:ITO_02982,MemNet: A Persistent Memory Network for Image Restoration
LIVE1 (Quality 20 Color),https://identifiers.org/ito:ITO_02866,Multi-level Wavelet-CNN for Image Restoration
LIVE1 (Quality 20 Color),https://identifiers.org/ito:ITO_33541,Implicit Dual-domain Convolutional Network for Robust Color Image Compression Artifact Reduction
LIVE1 (Quality 20 Color),https://identifiers.org/ito:ITO_55604,Towards Flexible Blind JPEG Artifacts Removal
LIVE1 (Quality 20 Grayscale),https://identifiers.org/ito:ITO_33549,Compression Artifacts Reduction by a Deep Convolutional Network
LIVE1 (Quality 20 Grayscale),https://identifiers.org/ito:ITO_02881,Image Restoration Using Convolutional Auto-encoders with Symmetric Skip Connections
LIVE1 (Quality 20 Grayscale),https://identifiers.org/ito:ITO_02982,MemNet: A Persistent Memory Network for Image Restoration
LIVE1 (Quality 20 Grayscale),https://identifiers.org/ito:ITO_02866,Multi-level Wavelet-CNN for Image Restoration
LIVE1 (Quality 20 Grayscale),https://identifiers.org/ito:ITO_33541,Implicit Dual-domain Convolutional Network for Robust Color Image Compression Artifact Reduction
LIVE1 (Quality 20 Grayscale),https://identifiers.org/ito:ITO_33543,Residual Dense Network for Image Restoration
LIVE1 (Quality 20 Grayscale),https://identifiers.org/ito:ITO_55604,Towards Flexible Blind JPEG Artifacts Removal
LIVE1 (Quality 20 Grayscale),https://identifiers.org/ito:ITO_33536,Quantization Guided JPEG Artifact Correction
LIVE1 (Quality 30 Grayscale),https://identifiers.org/ito:ITO_02877,Beyond a Gaussian Denoiser: Residual Learning of Deep CNN for Image Denoising
LIVE1 (Quality 30 Grayscale),https://identifiers.org/ito:ITO_02866,Multi-level Wavelet-CNN for Image Restoration
LIVE1 (Quality 30 Grayscale),https://identifiers.org/ito:ITO_33543,Residual Dense Network for Image Restoration
LIVE1 (Quality 30 Grayscale),https://identifiers.org/ito:ITO_33536,Quantization Guided JPEG Artifact Correction
LIVE1 (Quality 30 Grayscale),https://identifiers.org/ito:ITO_55604,Towards Flexible Blind JPEG Artifacts Removal
BSDS500 (Quality 30 Color),https://identifiers.org/ito:ITO_33536,Quantization Guided JPEG Artifact Correction
BSDS500 (Quality 30 Color),https://identifiers.org/ito:ITO_55604,Towards Flexible Blind JPEG Artifacts Removal
ICB (Quality 30 Grayscale),https://identifiers.org/ito:ITO_33536,Quantization Guided JPEG Artifact Correction
BSDS500 (Quality 10 Color),https://identifiers.org/ito:ITO_33536,Quantization Guided JPEG Artifact Correction
BSDS500 (Quality 10 Color),https://identifiers.org/ito:ITO_55604,Towards Flexible Blind JPEG Artifacts Removal
ICB (Quality 20 Grayscale),https://identifiers.org/ito:ITO_33549,Compression Artifacts Reduction by a Deep Convolutional Network
ICB (Quality 20 Grayscale),https://identifiers.org/ito:ITO_02866,Multi-level Wavelet-CNN for Image Restoration
ICB (Quality 20 Grayscale),https://identifiers.org/ito:ITO_33536,Quantization Guided JPEG Artifact Correction
ICB (Quality 20 Grayscale),https://identifiers.org/ito:ITO_33565,DMCNN: Dual-Domain Multi-Scale Convolutional Neural Network for Compression Artifacts Removal
BSDS500 (Quality 20 Grayscale),https://identifiers.org/ito:ITO_33536,Quantization Guided JPEG Artifact Correction
BSDS500 (Quality 20 Grayscale),https://identifiers.org/ito:ITO_55604,Towards Flexible Blind JPEG Artifacts Removal
ICB (Quality 20 Color),https://identifiers.org/ito:ITO_33549,Compression Artifacts Reduction by a Deep Convolutional Network
ICB (Quality 20 Color),https://identifiers.org/ito:ITO_02866,Multi-level Wavelet-CNN for Image Restoration
ICB (Quality 20 Color),https://identifiers.org/ito:ITO_33541,Implicit Dual-domain Convolutional Network for Robust Color Image Compression Artifact Reduction
ICB (Quality 20 Color),https://identifiers.org/ito:ITO_33536,Quantization Guided JPEG Artifact Correction
ICB (Quality 20 Color),https://identifiers.org/ito:ITO_55604,Towards Flexible Blind JPEG Artifacts Removal
ICB (Quality 20 Color),https://identifiers.org/ito:ITO_33565,DMCNN: Dual-Domain Multi-Scale Convolutional Neural Network for Compression Artifacts Removal
Live1 (Quality 10 Grayscale),https://identifiers.org/ito:ITO_33549,Compression Artifacts Reduction by a Deep Convolutional Network
Live1 (Quality 10 Grayscale),https://identifiers.org/ito:ITO_02881,Image Restoration Using Convolutional Auto-encoders with Symmetric Skip Connections
Live1 (Quality 10 Grayscale),https://identifiers.org/ito:ITO_02982,MemNet: A Persistent Memory Network for Image Restoration
Live1 (Quality 10 Grayscale),https://identifiers.org/ito:ITO_02866,Multi-level Wavelet-CNN for Image Restoration
Live1 (Quality 10 Grayscale),https://identifiers.org/ito:ITO_33541,Implicit Dual-domain Convolutional Network for Robust Color Image Compression Artifact Reduction
Live1 (Quality 10 Grayscale),https://identifiers.org/ito:ITO_55604,Towards Flexible Blind JPEG Artifacts Removal
Live1 (Quality 10 Grayscale),https://identifiers.org/ito:ITO_33536,Quantization Guided JPEG Artifact Correction
BSDS500 (Quality 30 Grayscale),https://identifiers.org/ito:ITO_33536,Quantization Guided JPEG Artifact Correction
BSDS500 (Quality 30 Grayscale),https://identifiers.org/ito:ITO_55604,Towards Flexible Blind JPEG Artifacts Removal
ICB (Quality 10 Color),https://identifiers.org/ito:ITO_33549,Compression Artifacts Reduction by a Deep Convolutional Network
ICB (Quality 10 Color),https://identifiers.org/ito:ITO_02866,Multi-level Wavelet-CNN for Image Restoration
ICB (Quality 10 Color),https://identifiers.org/ito:ITO_33565,DMCNN: Dual-Domain Multi-Scale Convolutional Neural Network for Compression Artifacts Removal
ICB (Quality 10 Color),https://identifiers.org/ito:ITO_33541,Implicit Dual-domain Convolutional Network for Robust Color Image Compression Artifact Reduction
ICB (Quality 10 Color),https://identifiers.org/ito:ITO_33536,Quantization Guided JPEG Artifact Correction
ICB (Quality 10 Color),https://identifiers.org/ito:ITO_55604,Towards Flexible Blind JPEG Artifacts Removal
BSDS500 (Quality 20 Color),https://identifiers.org/ito:ITO_33536,Quantization Guided JPEG Artifact Correction
BSDS500 (Quality 20 Color),https://identifiers.org/ito:ITO_55604,Towards Flexible Blind JPEG Artifacts Removal
LIVE1 (Quality 10 Color),https://identifiers.org/ito:ITO_33549,Compression Artifacts Reduction by a Deep Convolutional Network
LIVE1 (Quality 10 Color),https://identifiers.org/ito:ITO_02982,MemNet: A Persistent Memory Network for Image Restoration
LIVE1 (Quality 10 Color),https://identifiers.org/ito:ITO_02866,Multi-level Wavelet-CNN for Image Restoration
LIVE1 (Quality 10 Color),https://identifiers.org/ito:ITO_33541,Implicit Dual-domain Convolutional Network for Robust Color Image Compression Artifact Reduction
LIVE1 (Quality 10 Color),https://identifiers.org/ito:ITO_33536,Quantization Guided JPEG Artifact Correction
